# FPR	TPR
0.973681	0.982292
0.974722	0.982917
0.974792	0.982917
0.974931	0.982917
0.975000	0.982917
0.975000	0.983125
0.980903	0.986875
0.980972	0.986875
0.981111	0.987083
0.981181	0.987292
0.981250	0.987292
0.981250	0.987500
0.981875	0.988125
0.982222	0.988542
0.982500	0.988542
0.982569	0.988542
0.987361	0.991250
0.987569	0.991250
0.987708	0.991250
0.987917	0.991250
0.988264	0.991458
0.988333	0.991458
0.988472	0.991875
0.988611	0.992083
0.988681	0.992083
0.991389	0.995000
0.991458	0.995000
0.991667	0.995000
0.991875	0.995000
0.994444	0.995833
0.994514	0.995833
0.994792	0.995833
0.994792	0.996042
0.994861	0.996042
0.995139	0.996667
0.995208	0.996667
0.996597	0.997917
0.996667	0.997917
0.996944	0.998125
0.997083	0.998125
0.998403	0.999167
0.998472	0.999167
0.998472	0.999375
0.999236	0.999792
0.999375	0.999792
0.999861	1.000000
1.000000	1.000000
